"File_name","PMCID","Entity_Type","Original_set","Comparison_set","Filtered_set"
"patch-01-10-2023-1.api.json","6194671","organism","C. gloeosporioides;dicotyledons;pineapple;banana;D. zeae;Solanum;Gladiolus gandavensis;Dickeya;rice;carrot;Pectobacterium atrosepticum SCRI1043;mango;eggplant;Musa sapientum;African violets;yeast;Oryza sativa;Alocasia macrorrhiza;Bacteria;plants;nematode;Cucumis sativus;P. atrosepticum SCRI1043;Serratia plymuthica;D. zeae EC1;sugarcane;Philodendron;Solanum melongena;Chrysanthemum;onion;D. chrysanthemi;dicots;Colocasia esculenta;D. dianthicola;Brachiaria;D. solani;S. plymuthica;Zingiber officinale;Amaryllidaceae;cabbage;Colletotrichum capsici;Caenorhabditis elegans;Lycopersicon esculentum;C. elegans;Daucus carota;monocotyledons;Raphanus sativus;Ralstonia solanacearum;Allium cepa;Peronophythora;Sporisorium scitamineum;radish;D. paradisiaca;D. dadantii 3937;maize;Benincasa hispida;potato;Clivia miniata;Nematode;Dickeya zeae;monocots;nematodes;E. coli OP50;D. dadantii;tobacco;Rice;E. coli;Brassica pekinensis;Capsicum annuum","C. gloeosporioides;dicotyledons;pineapple;banana;D. zeae;Solanum;Gladiolus gandavensis;Dickeya;rice;carrot;Pectobacterium atrosepticum SCRI1043;mango;eggplant;Musa sapientum;yeast;Oryza sativa;Alocasia macrorrhiza;Bacteria;plants;nematode;Cucumis sativus;P. atrosepticum SCRI1043;Serratia plymuthica;D. zeae EC1;sugarcane;Philodendron;Solanum melongena;Chrysanthemum;onion;D. chrysanthemi;dicots;Colocasia esculenta;D. dianthicola;Brachiaria;D. solani;S. plymuthica;Zingiber officinale;Amaryllidaceae;cabbage;Colletotrichum capsici;Caenorhabditis elegans;Lycopersicon esculentum;C. elegans;Daucus carota;monocotyledons;Raphanus sativus;Ralstonia solanacearum;Allium cepa;Peronophythora;radish;D. paradisiaca;D. dadantii 3937;maize;Benincasa hispida;potato;Clivia miniata;Nematode;Dickeya zeae;monocots;nematodes;E. coli OP50;D. dadantii;tobacco;Rice;E. coli;Brassica pekinensis;Capsicum annuum","Sporisorium scitamineum;African violets"
"patch-01-10-2023-1.api.json","6181990","organism","R. blasii;Capra hircus;rat;domestic goat;cats;Ebola virus;humans;SCV;Rhinolophus;Rhinolophus alcyone;severe acute respiratory syndrome coronavirus;ferrets;cotton;MERS;macaques;sheep;Bats;IBV;primate;monkey;mouse;animals;R.alcyone;African green monkey;horseradish;Ovis aries;coronavirus;SARSr-CoV;MERS-CoV;mammals;Sigmodon hispidus;rabbit;Cotton;human;Euarchontoglires;Severe Acute Respiratory Syndrome coronavirus;R. alcyone;R. mehelyi;R. ferrumequinum;bovine;goat;bats;Laurasiatheria;domestic sheep;mice","R. blasii;Capra hircus;rat;domestic goat;cats;Ebola virus;humans;SCV;Rhinolophus;Rhinolophus alcyone;severe acute respiratory syndrome coronavirus;ferrets;cotton;MERS;macaques;sheep;Bats;IBV;primate;monkey;mouse;animals;R.alcyone;African green monkey;horseradish;Ovis aries;coronavirus;SARSr-CoV;MERS-CoV;mammals;Sigmodon hispidus;rabbit;Cotton;human;Euarchontoglires;Severe Acute Respiratory Syndrome coronavirus;R. alcyone;R. mehelyi;R. ferrumequinum;goat;bats;Laurasiatheria;domestic sheep;mice","bovine"
"patch-01-10-2023-10.api.json","10286149","disease","ulcerated;Paraphimosis;penile necrosis;stricture;incontinence;urinary incontinence;cystitis;trauma;necrotic debris;balanoposthitis;congestion;paraphimosis","Paraphimosis;incontinence;urinary incontinence;cystitis;balanoposthitis;paraphimosis","ulcerated;stricture;penile necrosis;trauma;necrotic debris;congestion"
"patch-01-10-2023-10.api.json","9584099","disease","emotional distress;miscarriage;anxieties;sibling jealousy","emotional distress;miscarriage","anxieties;sibling jealousy"
"patch-01-10-2023-10.api.json","10480334","gene_protein","thromboplastin;hemoglobin;fibrinogen","hemoglobin;fibrinogen","thromboplastin"
"patch-01-10-2023-10.api.json","9513917","gene_protein","ARR;php;ANTs 2","","ARR;php;ANTs 2"
"patch-01-10-2023-10.api.json","9453849","organism","HIV","HIV",""
"patch-01-10-2023-10.api.json","9463111","organism","human papillomavirus;Human;Human Papilloma Virus","human papillomavirus;Human;Human Papilloma Virus",""
"patch-01-10-2023-11.api.json","10522874","disease","Tumour;clonal expansion;cancer;diabetes;defect;stasis;lipodystrophy;melanoma;hyperplasia;invasive cancer;metabolic disorders;Obese;tumours;Hypoadiponectinemia;tumour;Obesity;chronic disorders;type 2 diabetes;late pregnancy;defects;tumour progression;infection;neovascularisation;in situ breast cancer;obese;obesity;adiposity;cancer progression;breast tumours","chronic disorders;in situ breast cancer;Tumour;obesity;cancer;type 2 diabetes;diabetes;tumours;lipodystrophy;melanoma;cancer progression;tumour progression;metabolic disorders;invasive cancer;tumour;infection;breast tumours;Obesity","Obese;neovascularisation;obese;clonal expansion;defect;late pregnancy;stasis;Hypoadiponectinemia;defects;adiposity;hyperplasia"
"patch-01-10-2023-11.api.json","10515505","disease","pulmonary fibrosis;pulmonary diseases;hyperplasia;pneumococcal infection;hypoxia;rheumatoid arthritis;pneumonia;idiopathic pulmonary fibrosis;tumor;inflammatory cell infiltration;emphysema;Pulmonary fibrosis;pulmonary inflammation;pulmonary disease;inflammatory disease;acute respiratory distress syndrome;trauma;lung inflammation;infection;sepsis;lymphoma;chronic obstructive pulmonary disease;interstitial lung disease;ischemia;Chronic inflammation","pulmonary fibrosis;pulmonary diseases;pneumococcal infection;rheumatoid arthritis;pneumonia;idiopathic pulmonary fibrosis;tumor;emphysema;Pulmonary fibrosis;pulmonary inflammation;pulmonary disease;inflammatory disease;acute respiratory distress syndrome;lung inflammation;infection;sepsis;chronic obstructive pulmonary disease;interstitial lung disease;Chronic inflammation","lymphoma;hypoxia;trauma;inflammatory cell infiltration;hyperplasia;ischemia"
"patch-01-10-2023-11.api.json","10495635","gene_protein","php;AGS;TIMP3;catalase;CCK;BCAT1;BRCA1;luciferase;fet;E-cadherin;E2F3;calmodulin;TIMP-3;CDC6;Vimentin;β-actin;trypsin;N-cadherin;PGPEP1;MMP-2;MMP-9;GES;EMT;glyceraldehyde-3-phosphate dehydrogenase;RACGAP1;CCK8;PI3K;AS1;THUMPD3","TIMP3;catalase;BCAT1;BRCA1;luciferase;E-cadherin;E2F3;calmodulin;TIMP-3;CDC6;Vimentin;β-actin;trypsin;N-cadherin;MMP-2;MMP-9;glyceraldehyde-3-phosphate dehydrogenase;RACGAP1;PI3K;AS1;THUMPD3","php;PGPEP1;AGS;GES;EMT;CCK8;CCK;fet"
"patch-01-10-2023-11.api.json","10523653","gene_protein","calreticulin;Nrf2;PNA;hemoglobin;high-density lipoprotein;MTX;protein kinases 1;Rhod;SPC;DMA;ADR;glutamatecysteine ligase catalytic subunit;PCM;nuclear factor erythroid 2-related factor 2;NIR;glucose oxidase;BPP;PLD;folate receptor α;Por;myoglobin;CD44;PTA;tri;peroxidase;gonadotropin-releasing hormones;egg albumin;serum albumin;PDT;phospholipase D","calreticulin;Nrf2;myoglobin;peroxidase;gonadotropin-releasing hormones;PNA;nuclear factor erythroid 2-related factor 2;glucose oxidase;hemoglobin;serum albumin;egg albumin;folate receptor α;CD44;protein kinases 1;phospholipase D;Por;glutamatecysteine ligase catalytic subunit","PCM;SPC;tri;NIR;PLD;BPP;high-density lipoprotein;PDT;MTX;PTA;ADR;Rhod;DMA"
"patch-01-10-2023-11.api.json","10520558","organism","MERS-CoV;influenza virus;Severe acute respiratory syndrome coronavirus;golden hamsters;H5N1;humans;human;Janus;coronavirus;Human;mice;HIV;severe acute respiratory syndrome coronavirus;Coronavirus","MERS-CoV;influenza virus;Severe acute respiratory syndrome coronavirus;golden hamsters;humans;human;coronavirus;Human;mice;HIV;severe acute respiratory syndrome coronavirus;Coronavirus","Janus;H5N1"
"patch-01-10-2023-11.api.json","10518783","organism","E9;Transgenic mice;Mouse;transgenic mice;human;mouse;Mice;Human;mice","Transgenic mice;Mouse;transgenic mice;human;mouse;Mice;Human;mice","E9"
"patch-01-10-2023-12.api.json","9440947","disease","rectal cancer;rectal cancers;tumor","rectal cancer;rectal cancers;tumor",""
"patch-01-10-2023-12.api.json","10519149","disease","vascularization;obese;radiculopathy;obesity;sclerosis;rheumatoid arthritis;joint disease;osteophytes;osteoporosis;osteoarthritis;osteopenia;malignancy","radiculopathy;obesity;sclerosis;rheumatoid arthritis;joint disease;osteoporosis;osteoarthritis;malignancy;osteopenia","vascularization;obese;osteophytes"
"patch-01-10-2023-12.api.json","9490799","gene_protein","Tal;P21;CCP4;ALDH;matrix proteins;FFT;sigma A;Aimless;MBP;CALC;IDP;L19;Tom22;FLL;Nir;aldehyde dehydrogenase;L15;Tom20;GPR","MBP;ALDH;CCP4;matrix proteins;aldehyde dehydrogenase;Tom22;Tom20","CALC;Tal;IDP;L19;Nir;FFT;L15;P21;sigma A;Aimless;FLL;GPR"
"patch-01-10-2023-12.api.json","9595636","gene_protein","Drs;ead;ECR;quo","","Drs;ead;ECR;quo"
"patch-01-10-2023-12.api.json","9525298","organism","bovine;nude mice;goat;rabbit;Lentivirus;mouse;mice","nude mice;goat;rabbit;Lentivirus;mouse;mice","bovine"
"patch-01-10-2023-12.api.json","10519190","organism","Argon;Oxides;yeast","yeast","Argon;Oxides"
"patch-01-10-2023-13.api.json","10519302","disease","Osteochondromas;benign bone tumors;new growth;osteochondromas;benign tumor of bone;bone tumors;nerve palsy;tumor;trauma;Tumor;Tumors;Osteochondroma;neuropathy;tumors;osteochondroma;malignant transformation","Osteochondromas;benign bone tumors;osteochondromas;benign tumor of bone;bone tumors;nerve palsy;tumor;Tumor;Tumors;Osteochondroma;neuropathy;tumors;osteochondroma","malignant transformation;new growth;trauma"
"patch-01-10-2023-13.api.json","8488735","disease","Malignancy;cancer;rare disorder;oral ulcers;anaemia;infectious diseases;pleocytosis;necrotising fasciitis;bullous dermatitis;abscesses;neutrophilic dermatosis;malignancies;myonecrosis;viral infection;malignancy;Acute febrile neutrophilic dermatosis;infection;haematological malignancies;gastrointestinal disorders;acute rhinosinusitis;erythema elevatum diutinum;skin lesions;inflammatory disorder","cancer;oral ulcers;anaemia;infectious diseases;pleocytosis;necrotising fasciitis;bullous dermatitis;abscesses;neutrophilic dermatosis;malignancies;myonecrosis;viral infection;malignancy;Acute febrile neutrophilic dermatosis;infection;haematological malignancies;gastrointestinal disorders;acute rhinosinusitis;erythema elevatum diutinum;skin lesions;inflammatory disorder","rare disorder;Malignancy"
"patch-01-10-2023-13.api.json","10515806","gene_protein","tfb1;Rpb4;XPB;aprotinin;BAM;CDK7;Cyclin H;DNA polymerase;TFB3;cyclin H;Rpb1;CAK;polynucleotide kinase;Ser2;BUR2;mRNA capping enzyme;phosphatase;URA3;CDK9;NER;ATPases;TBP;NEB;tfb3;CDK12;Cdk7;Tfb2;Mpk1;KIN28;CTK3;CDK-activating kinase;cyclin T;CTD;XPD;TFIIB;ATPase;Tfb5;NTA;DNA ligase;Cyclin K;BL21;Ssl1;MAT1;TATA;RNase A;Tfb1;Protein G;S3B;peroxidase;S3A;protein A;phosphatases;Tyr1;Proteinase K;GST;protease inhibitor;MPK1;cyclin;Ccl1;Casper","tfb1;Rpb4;XPB;aprotinin;CDK7;Cyclin H;DNA polymerase;TFB3;cyclin H;Rpb1;CAK;polynucleotide kinase;BUR2;mRNA capping enzyme;phosphatase;URA3;CDK9;NER;ATPases;TBP;CDK12;Cdk7;Tfb2;Mpk1;KIN28;CTK3;CDK-activating kinase;cyclin T;CTD;XPD;TFIIB;ATPase;Tfb5;DNA ligase;Cyclin K;Ssl1;MAT1;TATA;RNase A;Tfb1;Protein G;peroxidase;protein A;phosphatases;Proteinase K;GST;protease inhibitor;MPK1;cyclin;Ccl1","S3B;Ser2;S3A;BAM;NTA;Tyr1;BL21;NEB;tfb3;Casper"
"patch-01-10-2023-13.api.json","10521223","gene_protein","reverse transcriptase;NAT;Astl","reverse transcriptase;NAT","Astl"
"patch-01-10-2023-13.api.json","10187385","organism","humans;Foa;human;molly","humans;human","Foa;molly"
"patch-01-10-2023-13.api.json","10234304","organism","CMV;Montana;Almeida;humans;Drosophila melanogaster;human;mouse;Drosophila","CMV;humans;Drosophila melanogaster;human;mouse;Drosophila","Montana;Almeida"
"patch-01-10-2023-2.api.json","6198686","disease","hemiparesis;proptosis;renal failure;plasmacytoma;Proptosis;Myeloma;myeloma;tumor;soft tissue tumor;hematological malignancies;localized disease;tumors;infection;vasculitis;Multiple myeloma;smoldering myeloma;corneal crystalline deposits;plasmacytomas;asymptomatic monoclonal gammopathy;myelomas;hypoalbuminemia;multiple myeloma","proptosis;renal failure;plasmacytoma;Proptosis;Myeloma;myeloma;tumor;soft tissue tumor;hematological malignancies;localized disease;tumors;infection;vasculitis;Multiple myeloma;smoldering myeloma;corneal crystalline deposits;plasmacytomas;myelomas;hypoalbuminemia;multiple myeloma","hemiparesis;asymptomatic monoclonal gammopathy"
"patch-01-10-2023-2.api.json","6194289","disease","infection;Infectious Diseases;parasitic diseases;contagious disease;epizootic diseases;Lall;subclinical infections;disease caused by mycoplasma;endemic disease;rinderpest;mycoplasma","Infectious Diseases;parasitic diseases;epizootic diseases;subclinical infections;endemic disease;rinderpest;infection","Lall;mycoplasma;disease caused by mycoplasma;contagious disease"
"patch-01-10-2023-2.api.json","6189556","gene_protein","tectonic;ppm;magmas;tectonics","","tectonic;ppm;magmas;tectonics"
"patch-01-10-2023-2.api.json","6182765","gene_protein","res;Sans","","res;Sans"
"patch-01-10-2023-2.api.json","6190463","organism","bovine;goat;human;mouse;horseradish","horseradish;goat;human;mouse","bovine"
"patch-01-10-2023-2.api.json","6186574","organism","human","human",""
"patch-01-10-2023-3.api.json","6171613","disease","cancer;cartilage disorders;ischemic heart disease;diabetes;tumor;defects;proliferation of bone;proliferations;Proliferations","cancer;ischemic heart disease;cartilage disorders;diabetes","tumor;defects;proliferation of bone;proliferations;Proliferations"
"patch-01-10-2023-3.api.json","6172358","disease","Arnd","","Arnd"
"patch-01-10-2023-3.api.json","6196130","gene_protein","prothrombin","prothrombin",""
"patch-01-10-2023-3.api.json","6171418","gene_protein","SP2;GFP;green fluorescent protein","GFP;green fluorescent protein","SP2"
"patch-01-10-2023-3.api.json","6193176","organism","bovine;human;Mice;Zeta;mice","mice;human;Mice","Zeta;bovine"
"patch-01-10-2023-3.api.json","6171486","organism","Podo;cats;humans;Trichuris trichiura;Necator americanus;dogs;A. lumbricoides;animals;hookworms;Strongyloides;human;Trichuris;turkey;S. stercoralis;Strongyloides stercoralis;Ascaris lumbricoides;goat;Ascaris;Nematode;nematodes;T. trichiura;Ancylostoma duodenale","cats;humans;Trichuris trichiura;Necator americanus;dogs;A. lumbricoides;animals;hookworms;Strongyloides;human;Trichuris;turkey;S. stercoralis;Strongyloides stercoralis;Ascaris lumbricoides;goat;Ascaris;Nematode;nematodes;T. trichiura;Ancylostoma duodenale","Podo"
"patch-01-10-2023-4.api.json","6158781","disease","cancer;liver metastases;low grade glioma;cerebral metastases;advanced breast cancer;gastroesophageal cancers;metastatic breast cancer;advanced cancer;Gastrointestinal Cancers;rectal cancer;skin toxicities;mucositis;oligodendroglioma;anorexia;astrocytoma;Anorexia;Mucositis;Colorectal Cancer;colorectal cancer;recurrent disease;tumor;Lung Cancer;Cognitive dysfunction;low grade gliomas;Cancer, Gastrointestinal;low-grade gliomas;microsatellite instability;glioma;Osteoporosis;peripheral neuropathy;lung cancer;gliomas;brain tumor;Cancers, Lung;tumors;neuropathy;small cell lung carcinoma;malignancy;Skin toxicities;glioblastoma multiforme;glioblastoma;Metastatic Disease;Neuropathy;metastatic disease;gastrointestinal cancers;gastroesophageal cancer;progressive disease;cancers;pulmonary toxicity;pancreatic cancer;Cancer;tumor progression;prostate cancer;Anemia;mixed glioma;metastatic colorectal cancer;colon cancer;Lymphedema","cancer;liver metastases;low grade glioma;cerebral metastases;advanced breast cancer;gastroesophageal cancers;metastatic breast cancer;advanced cancer;Gastrointestinal Cancers;rectal cancer;mucositis;oligodendroglioma;anorexia;astrocytoma;Anorexia;Mucositis;Colorectal Cancer;colorectal cancer;tumor;Lung Cancer;Cognitive dysfunction;low grade gliomas;Cancer, Gastrointestinal;low-grade gliomas;glioma;Osteoporosis;peripheral neuropathy;lung cancer;gliomas;brain tumor;Cancers, Lung;tumors;neuropathy;small cell lung carcinoma;glioblastoma multiforme;glioblastoma;Metastatic Disease;Neuropathy;metastatic disease;gastrointestinal cancers;gastroesophageal cancer;cancers;pancreatic cancer;Cancer;tumor progression;prostate cancer;Anemia;mixed glioma;metastatic colorectal cancer;colon cancer;Lymphedema","microsatellite instability;progressive disease;recurrent disease;pulmonary toxicity;Skin toxicities;malignancy;skin toxicities"
"patch-01-10-2023-4.api.json","6173237","disease","tuberculosis;depression;Infectious Disease;anxiety;anaemia;multidrug-resistant tuberculosis;infection;infectious diseases","tuberculosis;depression;Infectious Disease;anxiety;anaemia;multidrug-resistant tuberculosis;infection;infectious diseases",""
"patch-01-10-2023-4.api.json","6173934","gene_protein","Stat;dim1","","Stat;dim1"
"patch-01-10-2023-4.api.json","6173681","gene_protein","α-1;serum albumin;SAH;TPP;lysozyme;NIPA","lysozyme;serum albumin","TPP;α-1;NIPA;SAH"
"patch-01-10-2023-4.api.json","6163026","organism","HIV","","HIV"
"patch-01-10-2023-4.api.json","6169065","organism","man;cotton;human;animals;cardinal","man;human;animals","cotton;cardinal"
"patch-01-10-2023-5.api.json","8966371","disease","respiratory infections;respiratory disorder;asthma;asthma, allergic;Asthma;infection","respiratory infections;respiratory disorder;asthma;asthma, allergic;Asthma;infection",""
"patch-01-10-2023-5.api.json","6176446","disease","torsion","","torsion"
"patch-01-10-2023-5.api.json","9900824","gene_protein","S6D;Lat;Lat3;ADMP;microtubule-associated protein;Atg10;Alba;ALP;GAL4;Atg7;GABARAP;Grd;Trh;Syt;Dro;Lcch3;Lat1;chain 3;LC3;Atg4a;Lat2;tetanus toxin;ubiquitin-like protein;GFP;PLP;Rdl;Trh1;synapsin;S3A;DsRed;Atg3;Ref(2)P;TrpA1;ubiquitin-like proteins;S1B;S1A;GABARAPs","Lat;Lat3;microtubule-associated protein;GAL4;Atg7;GABARAP;Grd;Trh;Syt;Dro;Lcch3;Lat1;chain 3;LC3;Atg4a;Lat2;tetanus toxin;ubiquitin-like protein;GFP;Rdl;Trh1;synapsin;DsRed;Atg3;Ref(2)P;TrpA1;ubiquitin-like proteins;Atg10;GABARAPs","S3A;S6D;Alba;ADMP;PLP;S1B;S1A;ALP"
"patch-01-10-2023-5.api.json","6174877","gene_protein","ast;DAP;GPL;hr 2;DAP 4;CAP1;MDS1","","hr 2;ast;DAP 4;CAP1;DAP;GPL;MDS1"
"patch-01-10-2023-5.api.json","6176434","organism","Abele;Mycobacterium tuberculosis","Mycobacterium tuberculosis","Abele"
"patch-01-10-2023-5.api.json","6175377","organism","Enterobacter cloacae;Klebsiella pneumoniae;P. falciparum;Acinetobacter;Coma;Escherichia coli;Staphylococcus aureus;PPVs;Salmonella typhi;Haemophilus influenzae;Streptococcus pneumoniae;humans;Salmonella;HIV","Enterobacter cloacae;Klebsiella pneumoniae;Acinetobacter;Escherichia coli;Staphylococcus aureus;Salmonella typhi;Haemophilus influenzae;Streptococcus pneumoniae;humans;Salmonella;HIV","PPVs;P. falciparum;Coma"
"patch-01-10-2023-6.api.json","10519753","disease","obesity;heart disease;Medi;child abuse;cancers;depression;trauma;asthma","obesity;heart disease;child abuse;depression;cancers;asthma","Medi;trauma"
"patch-01-10-2023-6.api.json","10520416","disease","cancer","cancer",""
"patch-01-10-2023-6.api.json","10519262","gene_protein","GMA;HEMA;MDP;DMA","","GMA;HEMA;MDP;DMA"
"patch-01-10-2023-6.api.json","10519764","gene_protein","intrinsic factors;prostate-specific antigen","prostate-specific antigen","intrinsic factors"
"patch-01-10-2023-6.api.json","10522891","organism","maize;insects;Sorghum;sesame;red flour beetle;pigeon peas;T. castaneum;Coleoptera;Sorghum bicolor;Tribolium castaneum;wheat","maize;insects;Sorghum;sesame;red flour beetle;pigeon peas;T. castaneum;Coleoptera;Sorghum bicolor;Tribolium castaneum;wheat",""
"patch-01-10-2023-6.api.json","10460368","organism","barley;Synechocystis sp.;Swida;Vicia faba;Hordeum vulgare;Phillyrea latifolia;P. latifolia;Plants;Rice;Agati;Nia;tobacco;Arabidopsis;Ligustrum vulgare;plants;maize;Barley","barley;Synechocystis sp.;Vicia faba;Hordeum vulgare;Phillyrea latifolia;P. latifolia;Plants;tobacco;Agati;Arabidopsis;Ligustrum vulgare;plants;maize;Barley","Rice;Nia;Swida"
"patch-01-10-2023-7.api.json","10522317","disease","malignant melanoma;lung cancer;colorectal cancer;cancer;non-small-cell lung cancer;tumor;Cancer;gastric cancer;carcinogenesis;gliomas","malignant melanoma;lung cancer;colorectal cancer;cancer;non-small-cell lung cancer;tumor;Cancer;gastric cancer;gliomas","carcinogenesis"
